chunk_id,document_id,document_title,chunk_type,heading_bucket,score
16707,1600,堆石混凝土渐进破坏细观机理研究,text,ABSTRACT > 4.2 大尺寸堆石混凝土的室内单轴压缩试验及结果 > 4.2.1 基于已构建模型的堆石混凝土试件制备,186
17275,1606,堆石混凝土结构施工冷缝抗剪性能的研究,text,ABSTRACT > Page 15,186
22081,1166,Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics,text,__stage31_parent__:22:Page 1 > Page 12,186
22269,1283,Pilot Study on Vibrated Rock-filled Concrete,text,__stage31_parent__:5:2 Laboratory experiment on the fluidity and,186
24625,1580,基于随机骨料投放的堆石混凝土力学性能研究,text,__stage31_parent__:38:参考文献,186
24714,1582,堆石混凝土三维有限元随机仿真模型的研究,text,__stage31_parent__:33:set environ > Page 57,186
24741,1583,堆石混凝土中自密实混凝土充填性能的离散元模拟研究,text,__stage31_parent__:0:Page 1,186
25072,1588,堆石混凝土填充性能及界面破坏特性研究,text,__stage31_parent__:86:Abstract > Page 190,186
26755,1677,Rock-Filled Concrete with Manufactured Sand,text,__stage31_parent__:0:Abstract,186
29230,1810,堆石混凝土与胶凝砂砾石复合材料坝研究,text,Abstract > Page 9 > 1.2.2 CSG 坝的特点,186
31666,1854,某实际工程堆石混凝土的力学性能及抗渗研究,text,9 最大压力未压坏 > Page 47,186
33768,1886,贵州地区堆石混凝土界面的微观及破坏机理分析,text,"3 章中界面粘结强度试验结果进行对比分析,旨在探究堆石混凝土界面的粘结劈 > Page 103 > 7.4.1.2 抗压强度试验模型计算结果",186
35069,1805,基于正交各向异性本构的堆石混凝土胶结面强度研究,text,__stage31_parent__:8:ABSTRACT > Page 11,186
40597,2149,胶结颗粒料坝——环境友好的新坝型,text,3 The concept and main progress of the rock-filled concrete > 3.3 Design of RFC dam,186
10848,1318,一类改进的堆石混凝土细观力学模型构建方法,text,11 分别示出常态混凝土和堆石混凝土数值 试件中,185
11049,1331,北疆严寒地区堆石混凝土围堰施工技术的试验及研究,text,1 原材料检测及配合比实验,185
11544,1380,堆石混凝土在黄家湾水利枢纽工程中的应用,text,引言 > Page 2,185
11763,1394,堆石混凝土堤坝渗流的分析及加固研究 (1),text,2 堆石混凝土堤坝的渗流物理模型试验 > Page 2,185
11775,1395,堆石混凝土堤坝渗流的分析及加固研究,text,2 堆石混凝土堤坝的渗流物理模型试验 > Page 2,185
11954,1411,堆石混凝土技术在巴基斯坦AZAD PATTAN水电站项目围堰工程中的应用,text,1 堆石混凝土和自密实混凝土 > Page 2,185
13080,1510,无损检测方法在大尺寸堆石混凝土试验仓强度检测中的应用研究,text,3 超声回弹综合法试验结果与分析 > Page 6,185
13701,1567,高寒地区堆石混凝土重力坝技术研究,text,2 自密实堆石混凝土技术研究 > Page 2,185
14317,1579,基于贵州地区的堆石混凝土尺寸效应及标准值研究,text,ABSTRACT > Page 15,185
15130,1587,堆石混凝土在某高坝上的应用研究与抗震分析,text,ABSTRACT > Page 11,185
24005,1533,牛洞口水库堆石混凝土双曲拱坝设计与施工特点,text,__stage31_parent__:0:Page 1,185
25748,1601,堆石混凝土热学参数试验及温度应力仿真研究,text,__stage31_parent__:0:Page 1,185
26037,1607,堆石混凝土绝热温升试验与温升机制研究,text,__stage31_parent__:0:Page 1,185
28761,1803,基于内聚力模型的堆石混凝土层间界面剪切力学性能研究,text,ABSTRACT > Page 6,185
33683,1886,贵州地区堆石混凝土界面的微观及破坏机理分析,text,ABSTRACT > Page 11,185
37221,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,text,__stage31_parent__:1:Abstract,185
39730,2054,堆石混凝土施工技术是由清华大学金峰教授和,text,BUILDING SCIENCE > Page 2,185
10495,1298,堆石混凝土综合性能的研究现状,text,2 堆石混凝土热力学性能的研究 > 2.1 堆石混凝土空隙填充性能试验研究,184
23849,1507,整体浇筑堆石混凝土拱坝施工期温度监测与等效均质仿真研究 (1),text,__stage31_parent__:4:3 拱坝原型温度监测试验结果分析 > Page 5,184
23861,1508,整体浇筑堆石混凝土拱坝施工期温度监测与等效均质仿真研究,text,__stage31_parent__:4:3 拱坝原型温度监测试验结果分析 > Page 5,184
24050,1540,绿色堆石混凝土的力学性能和氯盐侵蚀性能研究,text,__stage31_parent__:1:Page 1,184
25811,1602,堆石混凝土热学性能试验与温度应力研究,text,__stage31_parent__:21:Abstract > Page 34,184
31428,1852,早龄期堆石混凝土骨胶界面剪切强度发展规律及机理研究,text,(二)不同亲疏水性对界面剪切强度影响 > Page 56 > 4.2.2 不同龄期剪切破坏过程中RA-AF 演化规律,184
36478,1854,某实际工程堆石混凝土的力学性能及抗渗研究,text,__stage31_parent__:43:9 最大压力未压坏 > Page 78,184
37546,1887,通仓浇筑堆石混凝土拱坝的温度过程分析,text,"__stage31_parent__:16:20 世纪左右外掺 MgO 混凝土不分横缝筑拱坝技术出现,利用特制 MgO 的延迟微 > 1.6 全过程仿真分析的含义及意义",184
10461,1295,堆石混凝土抗压强度影响因素细观分析,text,4 结论,183
12141,1432,堆石混凝土抗冻抗渗性能的试验研究,text,1 试验试样的制作,183
13009,1507,整体浇筑堆石混凝土拱坝施工期温度监测与等效均质仿真研究 (1),text,参 考 文 献: > Page 11,183
13715,1568,高强堆石混凝土研制及其特性研究 (1),text,Materials,183
13725,1569,高强堆石混凝土研制及其特性研究,text,Materials,183
13747,1572,高自密实性堆石混凝土的试验分析,text,2 工艺要求及胶结颗粒料技术要求 > 2.1 堆石料,183
13891,1574,卵石堆石混凝土的非均质温度应力数值模拟,text,ABSTRACT > Page 111,183
15574,1590,堆石混凝土导热系数试验及预测模型研究,text,ABSTRACT > Page 29,183
18665,1674,Mechanical and Physical Properties,text,Abstract > 4.1 Compressive Strength > 4.1.4 Onsite Drill Core Testing,183
29286,1810,堆石混凝土与胶凝砂砾石复合材料坝研究,text,EHPhWH HR PT > Page 81,183
43010,2290,"量反复试验, 得到大坝自密实混凝土配合比见表",text,ABSTRACT > Page 2,183
15171,1587,堆石混凝土在某高坝上的应用研究与抗震分析,text,RFCf ERFC > 3.5 RFC在某高坝应用的适用性评价,182
16680,1600,堆石混凝土渐进破坏细观机理研究,text,ABSTRACT > 1.3 堆石混凝土渐进破坏过程的研究现状 > 1.3.1 堆石混凝土力学性能研究现状,182
16683,1600,堆石混凝土渐进破坏细观机理研究,text,ABSTRACT > Page 19 > 1.3.3 堆石混凝土细观力学数值模拟研究现状,182
17253,1606,堆石混凝土结构施工冷缝抗剪性能的研究,text,Page 1 > Page 2,182
22180,1217,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,text,__stage31_parent__:0:Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,182
23913,1512,智能化赋能堆石混凝土坝施工建设：CIM4R,text,__stage31_parent__:5:4 HSCC 填充密实性。砂石骨料的含水率、温度等指标参 > Page 7,182
25060,1588,堆石混凝土填充性能及界面破坏特性研究,text,__stage31_parent__:74:Abstract > Page 159,182
25391,1594,堆石混凝土强度性能及冻融耐久性的研究,text,__stage31_parent__:25:二、非线性效应 > Page 41,182
26598,1671,Design of RFC Arch Dam,text,__stage31_parent__:0:Abstract,182
26698,1674,Mechanical and Physical Properties,text,__stage31_parent__:21:Abstract > 4.7 Freeze–Thaw Resistance,182
28872,1805,基于正交各向异性本构的堆石混凝土胶结面强度研究,text,摘要,182
36527,1856,柔性网对堆石混凝土坝面层一体化浇筑的影响研究,text,__stage31_parent__:2:ABSTRACT,182
38339,1938,"堆石混凝土( Rock Filled Concrete, RFC) 是由大粒径块石堆积形成骨架, 然后浇筑具有良好抗离析",text,1 研究背景,182
39820,2063,"土(Rock-Filled Concrete, RFC)是我国自主研发的新型筑坝",text,Page 1,182
39826,2063,"土(Rock-Filled Concrete, RFC)是我国自主研发的新型筑坝",text,2 施工期混凝土内部温度监测结果分析,182
12283,1447,堆石混凝土施工技术在浯溪口水利枢纽工程明渠导墙的应用,text,结 语 > Page 3,181
13951,1575,基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究,text,ABSTRACT > 1.4 研究方法和内容 > 1.4.2 研究内容,181
16860,1602,堆石混凝土热学性能试验与温度应力研究,text,Abstract > 1.4 堆石混凝土简介,181
17289,1606,堆石混凝土结构施工冷缝抗剪性能的研究,text,ABSTRACT > Page 31,181
22040,1165,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties,text,__stage31_parent__:24:Page 1 > Page 13,181
23878,1509,无损检测方法在大尺寸堆石混凝土试验仓强度检测中的应用研究 (1),text,__stage31_parent__:9:4 对比分析与讨论,181
24023,1536,石门河水库大坝自密实堆石混凝土施工技术研究,text,__stage31_parent__:1:2 自密实堆石混凝土简介,181
24214,1566,高坝堆石混凝土综合性能及适用性研究,text,__stage31_parent__:0:Page 1,181
24982,1587,堆石混凝土在某高坝上的应用研究与抗震分析,text,"__stage31_parent__:51:一、工况三),但应力值依旧在初始荷载附近波动。这表明,对拱坝而言,温度 > Page 99",181
25393,1594,堆石混凝土强度性能及冻融耐久性的研究,text,__stage31_parent__:27:二、非线性效应 > Page 45,181
25421,1594,堆石混凝土强度性能及冻融耐久性的研究,text,__stage31_parent__:55:二、非线性效应 > Page 91,181
25767,1601,堆石混凝土热学参数试验及温度应力仿真研究,text,__stage31_parent__:19:3 堆石混凝土的绝热温升试验 > Page 27,181
26024,1606,堆石混凝土结构施工冷缝抗剪性能的研究,text,__stage31_parent__:26:ABSTRACT > Page 51,181
26058,1607,堆石混凝土绝热温升试验与温升机制研究,text,__stage31_parent__:21:ABSTRACT > Page 27,181
26234,1610,堆石混凝土缺陷对尺寸效应的影响研究,text,__stage31_parent__:42:RX LR > Page 76 > 5.3.3 孔隙率对堆石混凝土劈裂抗拉强度的尺寸效应分析,181
26780,1677,Rock-Filled Concrete with Manufactured Sand,text,__stage31_parent__:25:Abstract > 7.5 Properties of RFC with MS > 7.5.3 Drying Shrinkage Behavior of RFC with MS,181
36453,1854,某实际工程堆石混凝土的力学性能及抗渗研究,text,__stage31_parent__:18:ABSTRACT > Page 25,181
37214,1878,自密实堆石混凝土重力坝施工关键技术研究与实践,text,__stage31_parent__:3:2 配合比设计 > Page 6,181
39618,2042,堆石混凝土重力坝及取水泄水建筑物的创新设计,text,Abstract > Page 3,181
40351,2122,广西第一个在大坝建设施工中应用堆石混凝土新,text,3 质量控制 > Page 2,181
40990,2182,大坝坝体采用,text,关键词 > Page 2,181
42225,2215,"堆石混凝土( Rock-filled Concrete,RFC)技术是首先将",text,0 引言 > Page 2,181
10814,1314,C20自密实混凝土在堆石混凝土中的应用,text,4 SCC > Page 3,180
13017,1508,整体浇筑堆石混凝土拱坝施工期温度监测与等效均质仿真研究,text,3 拱坝原型温度监测试验结果分析 > Page 4,180
13845,1574,卵石堆石混凝土的非均质温度应力数值模拟,text,ABSTRACT > Page 59,180
14965,1585,堆石混凝土劈拉性能尺寸效应研究,text,ABSTRACT > Page 36,180
15369,1588,堆石混凝土填充性能及界面破坏特性研究,text,Abstract > Page 155 > 6.1.2 试样的尺寸设计,180
15881,1593,堆石混凝土岩块-SCC交界面Ⅰ型断裂性能研究,text,摘 要,180
16364,1597,堆石混凝土抗拉性能及劈裂抗拉破坏机理,text,ABSTRACT > Page 27 > 2.2.3 试件制备,180
16388,1597,堆石混凝土抗拉性能及劈裂抗拉破坏机理,text,ABSTRACT > Page 52,180
16404,1597,堆石混凝土抗拉性能及劈裂抗拉破坏机理,text,ABSTRACT > Page 68,180
16573,1599,堆石混凝土断裂性能及堆石阻裂机理研究,text,ABSTRACT > Page 16,180
16882,1602,堆石混凝土热学性能试验与温度应力研究,text,RFC SCC > Page 35 > 3.3.2 绝热温升曲线,180
16894,1602,堆石混凝土热学性能试验与温度应力研究,text,RFC SCC > Page 47 > 4.3.3 温度边界条件,180
17567,1609,堆石混凝土综合性能试验与温度应力研究,text,Abstract > Page 22,180
17583,1609,堆石混凝土综合性能试验与温度应力研究,text,"4 通过控制温控开关,并使用循环水泵使桶内水温保持恒定。用长杆温度 > 4.1 试验方案",180
25376,1594,堆石混凝土强度性能及冻融耐久性的研究,text,__stage31_parent__:10:ABSTRACT > Page 12,180
25427,1594,堆石混凝土强度性能及冻融耐久性的研究,text,__stage31_parent__:61:二、非线性效应 > Page 112,180
25673,1599,堆石混凝土断裂性能及堆石阻裂机理研究,text,__stage31_parent__:30:ABSTRACT > Page 50,180
28808,1803,基于内聚力模型的堆石混凝土层间界面剪切力学性能研究,text,ABSTRACT > 3.3 冷缝生成,180
28813,1803,基于内聚力模型的堆石混凝土层间界面剪切力学性能研究,text,ABSTRACT > Page 58 > 4.2.2 插入内聚力单元,180
29289,1810,堆石混凝土与胶凝砂砾石复合材料坝研究,text,EHPhWH HR PT > Page 90,180
39714,2052,摘要:层间冷缝是堆石混凝土大坝抗滑稳定的薄弱面,text,Page 1,180
40631,2149,胶结颗粒料坝——环境友好的新坝型,text,4 胶结土坝的概念与发展 > 4.1 胶结土坝概念,180
